,SampleAlgorithm,%FeatureSelection,#Features,FeatureImportance,OriginalFS,Algorithm,%Configurations,Dummy,StartTime,EndTime
0,distBased,0.3,10,True,RandomForest,DecisionTree,0.1,False,2023-06-21 01:37:51.366230,2023-06-21 01:38:05.191306
10,distBased,0.3,10,True,RandomForest,DecisionTree,0.2,False,2023-06-21 01:38:05.207369,2023-06-21 01:38:25.482179
20,distBased,0.3,10,True,RandomForest,DecisionTree,0.3,False,2023-06-21 01:38:25.492618,2023-06-21 01:38:50.236812
30,distBased,0.3,10,True,RandomForest,DecisionTree,0.4,False,2023-06-21 01:38:50.245663,2023-06-21 01:39:22.040967
40,distBased,0.3,10,True,RandomForest,DecisionTree,0.5,False,2023-06-21 01:39:22.051173,2023-06-21 01:40:03.311590
50,distBased,0.3,10,True,RandomForest,DecisionTree,0.6,False,2023-06-21 01:40:03.321106,2023-06-21 01:40:49.520526
60,distBased,0.3,10,True,RandomForest,DecisionTree,0.7,False,2023-06-21 01:40:49.530560,2023-06-21 01:41:43.640058
70,distBased,0.3,10,True,RandomForest,DecisionTree,0.8,False,2023-06-21 01:41:43.649639,2023-06-21 01:42:20.525755
80,distBased,0.3,10,True,RandomForest,DecisionTree,0.9,False,2023-06-21 01:42:20.534223,2023-06-21 01:42:41.855236
90,distBased,0.3,10,True,RandomForest,DecisionTree,,,2023-06-21 01:37:50.688263,2023-06-21 01:42:41.864997
100,distBased,0.4,13,True,RandomForest,DecisionTree,0.1,False,2023-06-21 01:42:46.805800,2023-06-21 01:43:03.669781
110,distBased,0.4,13,True,RandomForest,DecisionTree,0.2,False,2023-06-21 01:43:03.680317,2023-06-21 01:43:19.912098
120,distBased,0.4,13,True,RandomForest,DecisionTree,0.3,False,2023-06-21 01:43:19.920329,2023-06-21 01:43:37.054472
130,distBased,0.4,13,True,RandomForest,DecisionTree,0.4,False,2023-06-21 01:43:37.063707,2023-06-21 01:43:56.445779
140,distBased,0.4,13,True,RandomForest,DecisionTree,0.5,False,2023-06-21 01:43:56.457217,2023-06-21 01:44:14.318075
150,distBased,0.4,13,True,RandomForest,DecisionTree,0.6,False,2023-06-21 01:44:14.327050,2023-06-21 01:44:33.733048
160,distBased,0.4,13,True,RandomForest,DecisionTree,0.7,False,2023-06-21 01:44:33.742758,2023-06-21 01:44:55.794199
170,distBased,0.4,13,True,RandomForest,DecisionTree,0.8,False,2023-06-21 01:44:55.803087,2023-06-21 01:45:19.742030
180,distBased,0.4,13,True,RandomForest,DecisionTree,0.9,False,2023-06-21 01:45:19.750719,2023-06-21 01:45:45.987939
190,distBased,0.4,13,True,RandomForest,DecisionTree,,,2023-06-21 01:42:46.153627,2023-06-21 01:45:46.021353
200,distBased,0.5,16,True,RandomForest,DecisionTree,0.1,False,2023-06-21 01:45:51.467239,2023-06-21 01:46:11.337827
210,distBased,0.5,16,True,RandomForest,DecisionTree,0.2,False,2023-06-21 01:46:11.359474,2023-06-21 01:46:30.363584
220,distBased,0.5,16,True,RandomForest,DecisionTree,0.3,False,2023-06-21 01:46:30.375682,2023-06-21 01:46:51.879017
230,distBased,0.5,16,True,RandomForest,DecisionTree,0.4,False,2023-06-21 01:46:51.888091,2023-06-21 01:47:15.785908
240,distBased,0.5,16,True,RandomForest,DecisionTree,0.5,False,2023-06-21 01:47:15.794426,2023-06-21 01:47:42.704503
250,distBased,0.5,16,True,RandomForest,DecisionTree,0.6,False,2023-06-21 01:47:42.751145,2023-06-21 01:48:11.277793
260,distBased,0.5,16,True,RandomForest,DecisionTree,0.7,False,2023-06-21 01:48:11.287150,2023-06-21 01:48:37.318532
270,distBased,0.5,16,True,RandomForest,DecisionTree,0.8,False,2023-06-21 01:48:37.327909,2023-06-21 01:49:06.672336
280,distBased,0.5,16,True,RandomForest,DecisionTree,0.9,False,2023-06-21 01:49:06.681577,2023-06-21 01:49:40.168774
